timestamp,key-value
1726850074.438389,Key.cmd
1726850074.486552,Key.tab
1726850074.941686,Key.cmd
1726850074.981678,Key.tab
1726850075.166425,Key.tab
1726850076.748884,Key.shift
1726850076.910957,L
1726850077.104544,o
1726850077.214529,r
1726850077.3522391,e
1726850077.462155,m
1726850077.591959,Key.space
1726850077.7430668,i
1726850078.024222,p
1726850078.186223,s
1726850078.316386,u
1726850078.512552,m
1726850078.68627,Key.space
1726850078.8283389,o
1726850078.935261,d
1726850079.110005,o
1726850079.208246,r
1726850079.302948,Key.space
1726850079.438536,a
1726850079.5286138,m
1726850079.6390452,e
1726850079.751913,t
1726850079.873433,","
1726850080.004905,Key.space
1726850080.202222,c
1726850080.3122802,o
1726850080.374822,n
1726850080.4782379,s
1726850080.5759392,e
1726850080.941531,c
1726850081.262224,t
1726850081.346381,e
1726850081.6530628,t
1726850081.904577,u
1726850082.0499089,e
1726850082.162648,r
1726850082.535924,Key.space
1726850082.8467588,a
1726850082.999041,d
1726850083.184107,i
1726850083.562756,p
1726850083.736366,i
1726850083.99695,s
1726850084.216274,c
1726850084.381088,i
1726850084.7089531,n
1726850084.805229,g
1726850084.9562082,Key.space
1726850085.051719,e
1726850085.167673,l
1726850085.277568,i
1726850085.3925629,t
1726850085.499734,.
1726850085.621786,Key.space
1726850085.783818,Key.shift
1726850085.885566,I
1726850086.047167,m
1726850086.200149,p
1726850086.3647559,e
1726850086.4479418,r
1726850086.63863,i
1726850087.3179688,Key.backspace
1726850087.536653,d
1726850087.661094,i
1726850087.753044,e
1726850088.010932,t
1726850088.137414,Key.space
1726850088.375204,i
1726850088.497761,n
1726850088.605771,t
1726850088.70228,e
1726850088.975393,g
1726850089.131986,e
1726850089.2143428,r
1726850089.350135,Key.space
1726850089.4999192,e
1726850089.7245078,x
1726850089.907326,Key.space
1726850090.087393,n
1726850090.18358,a
1726850090.260243,t
1726850090.392997,o
1726850090.782465,q
1726850091.001348,u
1726850091.129844,e
1726850092.323992,Key.space
1726850092.492042,s
1726850092.640672,e
1726850092.792015,m
1726850092.925465,p
1726850093.048948,e
1726850093.128555,r
1726850093.228061,Key.space
1726850093.3492732,s
1726850093.4679198,i
1726850093.6044319,t
1726850093.729791,.
1726850093.900809,Key.space
1726850094.136449,Key.shift
1726850094.330239,P
1726850094.614923,a
1726850094.7099571,r
1726850094.881152,t
1726850095.424955,u
1726850095.596229,r
1726850095.7009559,i
1726850095.936928,e
1726850096.0694559,n
1726850096.149697,t
1726850096.2969248,Key.space
1726850096.468065,e
1726850096.748432,t
1726850096.920888,i
1726850097.301017,a
1726850097.465479,m
1726850097.6433222,Key.space
1726850098.170815,e
1726850098.282957,u
1726850098.537078,s
1726850099.5710468,Key.backspace
1726850100.3068328,i
1726850100.658231,s
1726850101.033113,m
1726850101.144314,o
1726850101.28237,d
1726850101.8313699,Key.space
1726850102.055042,e
1726850102.2313118,s
1726850102.340619,t
1726850102.487937,Key.space
1726850102.668621,j
1726850103.106088,u
1726850103.228818,s
1726850103.3105211,t
1726850103.454928,o
1726850103.595847,Key.space
1726850103.8496351,n
1726850103.96273,i
1726850104.099684,s
1726850104.205986,i
1726850104.422337,Key.space
1726850104.6906612,c
1726850104.786453,o
1726850104.872295,n
1726850104.948611,s
1726850105.14489,e
1726850105.487591,q
1726850105.675516,u
1726850105.820616,a
1726850105.94665,t
1726850106.159053,Key.space
1726850106.405968,u
1726850106.526769,r
1726850106.64533,n
1726850106.736307,a
1726850106.878918,Key.space
1726850107.5036988,m
1726850107.661949,a
1726850107.884008,e
1726850108.564793,c
1726850109.376947,e
1726850109.7060091,n
1726850109.8337889,a
1726850110.0624142,s
1726850110.1984608,Key.space
1726850110.382505,l
1726850110.49103,a
1726850110.742095,c
1726850110.871063,i
1726850111.084547,n
1726850111.2970948,i
1726850111.5565891,a
1726850111.87801,.
1726850112.0474298,Key.space
1726850112.4862149,Key.shift
1726850112.632239,V
1726850112.848943,i
1726850113.13519,v
1726850113.7302232,a
1726850113.9585412,m
1726850114.160515,u
1726850114.3221009,s
1726850114.588418,Key.space
1726850114.943533,f
1726850115.0663328,i
1726850115.566377,n
1726850115.748119,i
1726850116.035821,b
1726850116.233595,u
1726850116.4209678,s
1726850116.721063,Key.space
1726850116.899869,t
1726850117.151714,e
1726850117.282506,m
1726850117.39848,p
1726850117.585842,u
1726850117.71996,s
1726850117.986759,Key.space
1726850118.161238,a
1726850118.288216,l
1726850118.420927,i
1726850118.923716,q
1726850119.115156,u
1726850119.7799659,e
1726850120.017401,t
1726850120.173994,Key.space
1726850120.41269,e
1726850120.73927,u
1726850121.3660228,i
1726850122.047712,s
1726850122.398946,m
1726850122.516927,o
1726850122.666552,d
1726850122.9005282,Key.shift
1726850122.9914691,;
1726850123.124733,Key.space
1726850123.2906802,s
1726850123.5109591,a
1726850123.704351,g
1726850123.8537111,i
1726850124.105868,t
1726850124.237518,t
1726850124.5445042,i
1726850124.7371662,s
1726850125.0307462,Key.space
1726850125.224401,p
1726850125.632246,a
1726850125.971618,Key.backspace
1726850126.2415612,e
1726850126.432522,n
1726850126.5886028,a
1726850126.990561,t
1726850127.120814,i
1726850127.361245,b
1726850127.535616,u
1726850127.639179,s
1726850127.8786712,.
1726850128.033416,Key.space
1726850128.1488461,Key.shift
1726850128.2832441,T
1726850128.566017,u
1726850128.6922061,r
1726850128.793823,i
1726850129.169255,Key.backspace
1726850129.423668,p
1726850129.667587,i
1726850129.8087418,s
1726850130.150959,Key.space
1726850130.362923,u
1726850130.514251,t
1726850130.63295,Key.space
1726850131.046465,b
1726850131.216734,l
1726850131.371219,a
1726850131.492497,n
1726850131.6854122,d
1726850131.753088,i
1726850131.934143,t
1726850132.022992,Key.space
1726850132.377706,o
1726850132.469553,r
1726850133.058901,c
1726850133.167346,i
1726850133.547039,Key.space
1726850133.685874,d
1726850133.830535,i
1726850133.944182,a
1726850134.077495,m
1726850134.1968908,Key.space
1726850134.477813,n
1726850134.6752698,u
1726850134.8373928,l
1726850134.968713,l
1726850135.135278,a
1726850135.256819,m
1726850135.6104891,.
1726850135.7490869,Key.space
1726850135.874621,Key.shift
1726850136.04048,V
1726850136.26595,e
1726850136.387174,l
1726850136.532782,i
1726850136.6490722,t
1726850136.913318,Key.space
1726850137.065567,e
1726850137.235435,u
1726850137.433538,s
1726850137.977076,Key.backspace
1726850138.167656,i
1726850138.308424,s
1726850138.6436539,o
1726850139.363991,Key.backspace
1726850139.567274,m
1726850139.9152892,o
1726850140.090213,d
1726850140.5743659,Key.space
1726850140.92719,p
1726850141.0788732,h
1726850141.222463,a
1726850141.362137,r
1726850141.792577,e
1726850142.0166059,t
1726850142.271611,r
1726850142.4028318,a
1726850142.5791528,Key.space
1726850142.710783,h
1726850142.8433301,a
1726850143.5648499,Key.backspace
1726850143.690148,Key.backspace
1726850143.836719,a
1726850143.947071,b
1726850144.1624472,i
1726850144.3411,t
1726850144.527196,a
1726850144.8600872,n
1726850144.983962,t
1726850145.0869088,Key.space
1726850145.3990898,p
1726850145.608953,u
1726850145.780758,l
1726850145.958882,v
1726850146.06092,i
1726850146.464682,n
1726850146.620169,a
1726850146.742762,r
1726850146.8841631,Key.space
1726850147.102514,a
1726850147.2296,l
1726850147.387331,i
1726850147.7702458,q
1726850147.932947,u
1726850148.4321349,a
1726850148.6572568,m
1726850148.8805702,.
1726850149.009683,Key.space
1726850149.191751,Key.shift
1726850149.269904,A
1726850149.477967,u
1726850149.5856798,g
1726850149.698215,e
1726850150.011921,Key.backspace
1726850150.1562371,u
1726850150.257045,e
1726850150.75164,Key.space
1726850150.941348,m
1726850151.241878,a
1726850151.722807,e
1726850152.264777,c
1726850152.485284,e
1726850152.710071,n
1726850152.852108,a
1726850153.086747,s
1726850153.215841,Key.space
1726850153.362626,a
1726850153.615621,c
1726850153.745235,c
1726850153.9246988,u
1726850154.098815,m
1726850154.1989188,s
1726850154.374309,a
1726850154.672472,n
1726850154.9070458,Key.space
1726850155.041074,s
1726850155.265033,a
1726850155.580344,Key.backspace
1726850155.765193,o
1726850155.874849,d
1726850156.015063,a
1726850156.206264,l
1726850156.536957,e
1726850156.73516,s
1726850156.871316,Key.space
1726850157.068827,n
1726850157.1925492,i
1726850157.560565,s
1726850157.727238,i
1726850157.902178,Key.space
1726850158.0628421,d
1726850158.1940448,i
1726850158.7815812,g
1726850158.9584,n
1726850159.1299741,i
1726850159.516494,s
1726850159.665921,s
1726850159.88097,i
1726850160.110826,m
1726850160.570087,Key.space
1726850161.289296,u
1726850161.463584,l
1726850161.6289558,t
1726850161.796948,r
1726850161.999342,i
1726850162.2613409,c
1726850162.38206,i
1726850162.900081,e
1726850163.21856,s
1726850163.371937,Key.space
1726850163.503128,d
1726850163.606165,o
1726850163.7739918,l
1726850163.955979,o
1726850164.067301,r
1726850164.1690729,Key.space
1726850164.274411,m
1726850164.386692,a
1726850164.6508422,s
1726850164.8029099,s
1726850164.984729,a
1726850165.108705,Key.space
1726850165.309725,u
1726850165.443321,t
1726850165.575362,.
1726850165.726593,Key.space
1726850165.9507,Key.shift
1726850166.08782,S
1726850166.260006,u
1726850166.369708,s
1726850166.551275,p
1726850166.6911309,e
1726850166.818181,n
1726850166.945596,d
1726850167.063988,i
1726850167.2471411,s
1726850167.37784,s
1726850167.562198,e
1726850167.7123368,Key.space
1726850167.993403,f
1726850168.155634,e
1726850168.251206,r
1726850168.851176,m
1726850169.066154,u
1726850169.6672409,Key.backspace
1726850170.593002,e
1726850170.8364952,n
1726850171.037156,t
1726850171.194268,u
1726850171.397503,m
1726850171.525316,Key.space
1726850171.994501,q
1726850172.368035,u
1726850172.5063941,a
1726850172.670051,m
1726850172.899072,Key.space
1726850173.407247,s
1726850174.280454,o
1726850174.497657,l
1726850174.991426,l
1726850175.230939,i
1726850176.054558,c
1726850176.362208,i
1726850176.569435,t
1726850177.249295,u
1726850177.61323,d
1726850177.804866,i
1726850178.027649,n
1726850178.300661,Key.space
1726850178.539331,c
1726850178.6496372,u
1726850178.83433,r
1726850178.986828,a
1726850179.199083,e
1726850179.482581,Key.shift
1726850179.565855,;
1726850179.705156,Key.space
1726850179.880746,n
1726850180.0657501,e
1726850180.4041522,q
1726850180.576294,u
1726850180.685378,e
1726850180.9155142,Key.space
1726850181.284711,u
1726850181.432565,l
1726850181.554346,t
1726850181.702742,i
1726850182.098667,c
1726850182.459784,e
1726850182.742201,s
1726850182.9090629,Key.space
1726850183.136449,c
1726850183.314938,o
1726850183.4099698,n
1726850183.6685922,q
1726850184.133118,Key.backspace
1726850184.2919621,g
1726850184.401037,u
1726850184.5397701,e
1726850184.695221,Key.space
1726850185.041209,u
1726850185.141928,t
1726850185.267412,Key.space
1726850185.435293,l
1726850186.000669,Key.backspace
1726850186.26577,p
1726850186.426794,l
1726850186.597134,a
1726850186.813379,t
1726850186.9288378,e
1726850187.132334,a
1726850187.391649,.
1726850187.536355,Key.space
1726850187.681272,Key.shift
1726850187.778035,L
1726850188.0109582,a
1726850188.229537,c
1726850188.582844,u
1726850188.677182,s
1726850188.801949,Key.space
1726850189.000397,u
1726850189.118475,r
1726850189.265476,n
1726850189.394856,a
1726850189.5503628,Key.space
1726850189.830034,s
1726850190.0199249,e
1726850190.1471539,m
1726850190.285455,p
1726850190.401035,t
1726850190.594928,e
1726850190.699748,r
1726850190.785855,Key.space
1726850190.939163,i
1726850191.093158,n
1726850191.209971,c
1726850191.370209,e
1726850191.5598311,p
1726850191.6676102,t
1726850191.8862898,o
1726850192.0846038,s
1726850192.203022,Key.space
1726850192.435884,v
1726850192.551299,i
1726850192.724729,v
1726850193.180046,a
1726850193.3598468,m
1726850193.5892851,u
1726850193.7315578,s
1726850193.8526678,Key.space
1726850194.0550551,l
1726850194.159373,e
1726850194.298273,o
1726850194.475698,Key.space
1726850194.628959,v
1726850194.736354,e
1726850194.88657,l
1726850194.97902,Key.space
1726850195.1352499,a
1726850195.6721432,n
1726850195.7849028,t
1726850195.86852,e
1726850196.134078,.
1726850196.286998,Key.space
1726850196.444969,Key.shift
1726850196.576662,L
1726850197.30797,i
1726850197.87486,g
1726850198.0049658,u
1726850198.269878,l
1726850198.403098,a
1726850198.621165,Key.space
1726850198.932459,v
1726850199.1265018,e
1726850199.272081,h
1726850199.435327,i
1726850199.6234791,c
1726850199.757215,u
1726850199.9309282,l
1726850200.067734,a
1726850200.230131,Key.space
1726850200.361446,i
1726850200.675358,p
1726850200.898259,s
1726850201.069366,u
1726850201.282915,m
1726850201.388577,Key.space
1726850201.5670102,c
1726850201.670669,o
1726850201.7536058,n
1726850201.8721569,s
1726850201.9798028,e
1726850202.286307,c
1726850202.4356182,u
1726850202.598625,t
1726850202.784769,e
1726850203.00109,t
1726850203.129466,u
1726850203.27541,r
1726850203.4411619,Key.space
1726850203.764683,n
1726850203.872385,a
1726850203.9884229,m
1726850204.122553,Key.space
1726850204.347722,c
1726850204.456703,u
1726850204.562773,r
1726850204.784203,a
1726850205.562432,b
1726850205.812046,i
1726850206.138772,t
1726850206.348907,u
1726850206.460659,r
1726850207.6173198,.
1726850208.1900291,Key.enter
1726850208.312293,Key.enter
1726850208.5696661,Key.shift
1726850208.663685,M
1726850208.9747899,u
1726850209.1258419,r
1726850210.4129448,Key.backspace
1726850210.5200891,Key.backspace
1726850210.6701162,a
1726850210.819917,u
1726850211.118051,r
1726850211.2424278,i
1726850211.365684,s
1726850211.5618088,Key.space
1726850211.758668,a
1726850211.985404,c
1726850212.1069171,Key.space
1726850212.285919,m
1726850212.595443,a
1726850212.813955,e
1726850213.299318,c
1726850213.4857721,e
1726850213.82944,n
1726850213.957626,a
1726850214.141529,Key.space
1726850214.2354019,s
1726850214.403061,Key.space
1726850214.537384,t
1726850214.631556,e
1726850214.817015,l
1726850214.94715,l
1726850215.151737,u
1726850215.284395,s
1726850215.386548,Key.space
1726850215.5707772,e
1726850215.692099,l
1726850215.841726,i
1726850215.997616,t
1726850216.1372328,Key.space
1726850216.3346639,v
1726850216.466358,a
1726850216.6993961,r
1726850216.8722649,i
1726850217.192072,u
1726850217.334029,s
1726850217.449963,Key.space
1726850218.144927,t
1726850218.348758,a
1726850218.5811331,c
1726850218.8952682,i
1726850219.2105641,t
1726850219.3551202,i
1726850219.5844312,Key.space
1726850219.8936691,f
1726850221.145675,r
1726850221.2902012,i
1726850221.5416598,n
1726850222.180254,g
1726850222.379511,i
1726850222.675115,l
1726850223.8406909,l
1726850224.1162539,a
1726850224.4368498,.
1726850224.5719948,Key.space
1726850224.741387,Key.shift
1726850224.851243,A
1726850225.1099572,e
1726850225.349439,n
1726850226.258504,e
1726850226.51757,a
1726850227.066746,n
1726850227.257967,Key.space
1726850227.463155,e
1726850227.585794,u
1726850227.745594,Key.space
1726850227.913842,f
1726850228.052535,e
1726850228.178273,l
1726850228.317648,i
1726850228.436141,s
1726850228.511793,Key.space
1726850228.646858,e
1726850228.787837,t
1726850228.924729,s
1726850229.670135,Key.backspace
1726850229.7807722,Key.backspace
1726850229.912926,s
1726850229.992152,t
1726850230.148936,Key.space
1726850230.665934,a
1726850230.797013,Key.space
1726850231.580527,s
1726850231.706999,o
1726850231.980124,l
1726850232.1165729,l
1726850232.3246279,i
1726850233.057463,c
1726850233.2202728,i
1726850233.609895,t
1726850233.7683861,u
1726850233.9468749,d
1726850234.0711942,i
1726850234.3582861,n
1726850234.59082,Key.space
1726850234.78822,m
1726850234.9875221,u
1726850235.0912309,s
1726850235.196128,Key.space
1726850235.318327,d
1726850235.8125398,u
1726850236.3175418,i
1726850236.629436,s
1726850236.8762891,.
1726850237.010761,Key.space
1726850237.142563,Key.shift
1726850237.282166,T
1726850237.626508,o
1726850237.780181,r
1726850241.329414,q
1726850241.582446,u
1726850241.869171,e
1726850242.005287,n
1726850242.114455,t
1726850242.226698,Key.space
1726850242.579239,l
1726850242.810177,i
1726850243.0221922,g
1726850243.1224298,u
1726850243.392968,l
1726850243.628719,a
1726850243.9510589,Key.space
1726850244.132446,m
1726850244.272334,a
1726850244.510975,t
1726850244.653548,t
1726850244.846901,i
1726850245.029313,s
1726850245.1651928,Key.space
1726850245.470123,p
1726850245.598007,l
1726850245.750577,a
1726850245.896796,c
1726850246.104819,e
1726850246.6737862,r
1726850246.867572,a
1726850247.075875,t
1726850247.208502,Key.space
1726850247.371796,a
1726850247.882524,r
1726850248.099956,c
1726850248.263998,u
1726850248.4848719,Key.shift
1726850248.586163,;
1726850248.692105,Key.space
1726850248.949093,n
1726850249.050456,i
1726850249.441299,s
1726850249.576021,i
1726850249.756255,Key.space
1726850250.086762,c
1726850250.251116,o
1726850250.583298,n
1726850250.754807,d
1726850250.929014,e
1726850251.0438569,m
1726850251.726133,e
1726850252.0056489,n
1726850252.3074,t
1726850252.420728,u
1726850252.616849,m
1726850252.895705,Key.shift
1726850253.230869,.
1726850253.3761642,Key.space
1726850253.56165,Key.shift
1726850253.643905,A
1726850253.853647,l
1726850254.0133429,i
1726850254.906705,q
1726850255.1992052,u
1726850255.543425,a
1726850255.69049,m
1726850255.905735,Key.space
1726850256.3418188,c
1726850256.434498,o
1726850256.55388,n
1726850256.690249,s
1726850257.8879008,e
1726850258.715636,c
1726850258.958998,t
1726850259.1254,e
1726850259.362509,t
1726850259.535481,u
1726850259.630528,r
1726850259.771198,Key.space
1726850259.896192,d
1726850260.052194,o
1726850260.169896,n
1726850260.501024,e
1726850261.648115,c
1726850262.057717,Key.space
1726850262.387682,p
1726850262.641889,r
1726850262.827638,a
1726850263.100588,e
1726850263.360106,s
1726850263.5080268,e
1726850263.742395,n
1726850263.853396,t
1726850263.942544,Key.space
1726850264.0878222,n
1726850264.28445,u
1726850264.477638,n
1726850264.6080441,c
1726850264.738505,Key.space
1726850264.937286,s
1726850265.109466,o
1726850265.4396958,c
1726850265.642569,i
1726850266.1682482,o
1726850266.43942,s
1726850266.769249,q
1726850267.040069,u
1726850267.1985679,Key.space
1726850267.373197,e
1726850267.501368,l
1726850267.6384451,i
1726850267.77168,t
1726850267.8730829,Key.space
1726850268.2558641,a
1726850268.3546271,l
1726850268.4907331,i
1726850268.806908,q
1726850268.933834,u
1726850269.1964118,a
1726850269.3345878,m
1726850269.5819368,Key.space
1726850269.766783,b
1726850269.949054,i
1726850270.151296,b
1726850270.3855932,e
1726850270.5338712,n
1726850270.670262,d
1726850270.774697,u
1726850270.9862962,m
1726850271.100369,Key.space
1726850271.227644,c
1726850271.32588,o
1726850271.518077,m
1726850271.670927,m
1726850271.85248,o
1726850272.0580091,d
1726850272.1940851,o
1726850272.6222138,Key.shift
1726850272.6853828,?
1726850274.438643,Key.enter
1726850275.037202,Key.shift
1726850275.150038,F
1726850275.329226,r
1726850275.475112,i
1726850275.594456,n
1726850275.703965,g
1726850275.885783,u
1726850276.20051,Key.backspace
1726850276.370999,i
1726850276.55901,l
1726850276.679462,l
1726850276.8739011,a
1726850277.023105,Key.space
1726850277.272643,p
1726850277.4730508,o
1726850277.8648052,r
1726850278.047799,t
1726850278.355505,t
1726850278.571967,i
1726850278.9741619,t
1726850279.121564,o
1726850279.267492,r
1726850279.379638,Key.space
1726850279.587973,i
1726850279.738227,n
1726850279.8632479,c
1726850280.04164,e
1726850280.3404071,p
1726850280.501926,t
1726850280.666618,o
1726850280.797049,s
1726850280.8992288,Key.space
1726850281.170868,a
1726850281.407897,c
1726850281.510375,c
1726850281.714051,u
1726850281.9092832,m
1726850281.9912472,s
1726850282.200012,a
1726850282.348756,n
1726850282.490587,Key.space
1726850282.685073,a
1726850282.8513799,r
1726850283.12567,c
1726850283.271062,u
1726850283.408343,Key.space
1726850283.5802681,n
1726850283.774349,u
1726850283.984001,n
1726850284.159851,c
1726850284.360322,Key.space
1726850284.583891,t
1726850284.75027,r
1726850284.867845,i
1726850284.996317,s
1726850285.281847,i
1726850285.580065,q
1726850285.773053,u
1726850285.9102771,e
1726850286.2281,Key.space
1726850286.407848,l
1726850286.513341,a
1726850286.977702,c
1726850287.1205068,u
1726850287.240653,s
1726850287.462423,.
1726850287.6043751,Key.space
1726850287.749868,Key.shift
1726850287.854444,I
1726850288.343013,p
1726850288.5686898,s
1726850288.75305,u
1726850288.9744499,m
1726850289.100551,Key.space
1726850289.272316,n
1726850289.588958,a
1726850289.791082,t
1726850290.010209,o
1726850290.298095,q
1726850290.435193,u
1726850290.559637,e
1726850290.6978161,Key.space
1726850290.840388,i
1726850291.06227,d
1726850291.215584,Key.space
1726850291.534774,v
1726850291.7027898,i
1726850291.860938,t
1726850292.036951,a
1726850292.353083,e
1726850292.570257,Key.space
1726850292.901945,c
1726850293.135665,r
1726850293.2572842,a
1726850293.490905,s
1726850293.665923,Key.space
1726850293.958464,r
1726850294.1236951,u
1726850294.373524,t
1726850294.580945,r
1726850294.748677,u
1726850294.982363,m
1726850295.11522,Key.space
1726850295.42731,r
1726850295.59988,u
1726850295.765884,t
1726850295.957602,r
1726850296.0904078,u
1726850296.338131,m
1726850296.469989,Key.space
1726850296.611434,i
1726850296.748246,n
1726850296.83258,t
1726850296.9830558,e
1726850297.067115,r
1726850297.5318651,Key.backspace
1726850297.862473,g
1726850298.024174,e
1726850298.112309,r
1726850299.539142,Key.space
1726850300.176811,p
1726850300.419017,a
1726850300.6768372,r
1726850300.8524659,t
1726850300.995042,u
1726850301.414995,r
1726850301.5518138,i
1726850301.8327198,e
1726850301.988226,n
1726850302.097601,t
1726850302.2284951,.
1726850302.40546,Key.space
1726850302.612462,Key.shift
1726850303.834236,F
1726850304.283308,i
1726850304.804472,n
1726850305.076919,i
1726850305.3214788,b
1726850305.514359,u
1726850305.6460721,s
1726850305.796542,Key.space
1726850305.988339,p
1726850306.168056,o
1726850306.477275,t
1726850306.557475,e
1726850306.771552,n
1726850307.2563431,t
1726850307.4045482,i
1726850307.5959492,Key.space
1726850307.961646,f
1726850308.0918772,u
1726850308.3380501,c
1726850308.7643929,Key.backspace
1726850308.86931,s
1726850308.987827,c
1726850309.2683918,e
1726850309.465106,Key.space
1726850309.6602502,c
1726850309.77659,o
1726850309.8930361,n
1726850309.9934962,d
1726850310.172269,e
1726850310.29342,m
1726850310.609214,i
1726850310.9930618,Key.backspace
1726850311.208553,e
1726850311.38865,n
1726850311.706608,t
1726850311.787244,u
1726850311.985347,m
1726850312.096776,Key.space
1726850312.2026172,i
1726850312.325569,n
1726850312.45463,c
1726850312.623261,e
1726850312.731216,p
1726850312.883646,t
1726850313.523078,o
1726850313.716207,s
1726850313.8225422,Key.space
1726850314.0393212,p
1726850314.2089002,u
1726850314.365136,r
1726850314.7001212,u
1726850314.819173,s
1726850315.008215,.
1726850315.90751,Key.cmd
1726850315.986515,Key.tab
1726850316.59291,Key.tab
1726850317.9868999,Key.ctrl
1726850318.246499,c
